Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	tree_length
0	-8157.007	-8418.304	261.2967	0.102768	0.00569736	0.163527	0.103747	0.023595	0.0133453	0.0269579	0.086459	0.0131127	0.0173857	0.0920764	0.105491	0.0117621	0.0648971	0.0435072	0.0269971	0.0510171	0.00138253	0.0161827	0.0457702	0.0424709	0.0156525	0.0375361	0.00524353	0.0255471	0.10242	0.00203478	0.0386662	0.0139581	0.0134242	0.0118299	0.0116968	0.0187812	0.0338042	0.023102	0.0314986	0.0345005	0.0161394	0.0109317	0.00865236	0.0356139	0.0739017	0.00371399	0.019085	0.012009	0.0480936	0.0731012	0.0455154	0.0494659	0.0441889	0.174666	0.0608799	0.0123489	0.0322577	0.0182228	0.0347979	0.107662	0.0045628	0.0645744	0.108302	0.152435	0.170399	0.149788	0.140619	0.102894	0.251613	0.222912	0.232971	0.0833141	0.0803049	0.0420338	0.0704798	0.0275565	0.0471224	0.013416	0.0632533	0.0638536	0.0914299	0.0639682	0.0181511	0.185743	0.0306454	0.0200316	0.0684099	0.0201188	0.126089	0.0405602	0.0388015	0.00569782	0.0579234	0.0231682	0.0204802	0.00486998	0.0382727	0.0471363	0.036925	0.103602	0.0636618	0.0280571	0.0439852	0.19514	0.0194953	0.0577613	0.047646	0.0150859	0.0323559	0.025688	0.036614	0.0137646	0.0638312	0.0378931	0.0298525	0.0468093	0.0287928	0.040381	0.0165317	0.109579	0.0929293	0.0214743	0.0376551	0.0334878	0.00472094	0.0869684	0.0309825	0.0270931	0.0590348	0.028975	0.0447609	0.0409776	0.0120977	0.0587298	0.187432	0.0203163	0.010273	0.119135	0.0062631	0.0723978	0.0607522	0.152346	0.316364	0.57048	0.839366	1.19138	1.75291	3.16091	0.8321516	0.0134245	0.000744243	0.0213614	0.0135524	0.0030822	0.00174328	0.00352149	0.0112941	0.0017129	0.00227109	0.0120279	0.0137802	0.00153648	0.00847746	0.00568332	0.00352662	0.00666433	0.000180598	0.00211394	0.00597893	0.00554794	0.00204467	0.00490331	0.000684959	0.00333719	0.013379	0.000265802	0.00505093	0.00182333	0.00175359	0.00154534	0.00152794	0.00245337	0.00441582	0.0030178	0.00411464	0.00450678	0.00210828	0.001428	0.00113025	0.00465221	0.00965373	0.000485155	0.00249306	0.00156873	0.00628244	0.00954916	0.00594564	0.00646169	0.00577237	0.0228166	0.0079527	0.00161313	0.0042138	0.00238043	0.00454562	0.0140638	0.000596035	0.00843531	0.0141474	0.0199125	0.0222591	0.0195667	0.018369	0.013441	0.032868	0.0291189	0.0304328	0.0108833	0.0104902	0.00549085	0.00920673	0.00359969	0.00615556	0.00175252	0.00826273	0.00834115	0.0119434	0.00835612	0.00237107	0.0242634	0.00400319	0.00261671	0.00893634	0.00262811	0.016471	0.00529836	0.00506861	0.000744302	0.00756649	0.00302645	0.00267532	0.000636162	0.00499954	0.00615738	0.00482349	0.0135334	0.0083161	0.00366508	0.00574576	0.025491	0.00254666	0.00754531	0.00622396	0.00197066	0.00422663	0.0033556	0.00478287	0.00179805	0.00833823	0.00494995	0.00389961	0.00611467	0.00376118	0.00527494	0.00215953	0.0143142	0.0121393	0.00280518	0.00491886	0.00437449	0.000616693	0.0113606	0.00404723	0.00353916	0.00771168	0.00378499	0.00584709	0.00535287	0.00158031	0.00767183	0.0244842	0.0026539	0.00134196	0.0155625	0.000818144	0.00945728	0.00793602	0.0199009	7.655251
36	-8150.629	-8411.88	261.252	0.101038	0.0550115	0.21215	0.0751319	0.0354783	0.0272411	0.0199217	0.0611594	0.0418265	0.046624	0.0516219	0.065212	0.050967	0.0980934	0.0189013	0.0667998	0.0845378	0.00866431	0.0280485	0.0865089	0.0157027	0.0119228	0.00874372	0.00740794	0.0349443	0.115087	0.0241492	0.0357002	0.0196835	0.00835767	0.0148348	0.0129541	0.00689804	0.032284	0.0448537	0.0368481	0.0399773	0.00762429	0.00377386	0.0436516	0.0982213	0.112536	0.0288259	0.00733467	0.00838096	0.0520095	0.0700074	0.0502142	0.0425411	0.0220758	0.119929	0.0423376	0.0081381	0.0197047	0.00786169	0.0787965	0.0974607	0.0325341	0.0401837	0.123775	0.161082	0.157827	0.115933	0.160986	0.0922059	0.125155	0.123223	0.237794	0.153509	0.135849	0.0143083	0.0603703	0.0900311	0.0149958	0.0411906	0.0580239	0.0117948	0.062604	0.0063945	0.107369	0.0992345	0.0715188	0.0441976	0.0293536	0.035559	0.0109641	0.0203084	0.0195111	0.026282	0.0283854	0.13398	0.0245725	0.0892926	0.0772915	0.0603974	0.0241152	0.0336961	0.0404144	0.0201949	0.0382326	0.014597	0.0323446	0.0199687	0.00174995	0.107574	0.00823945	0.127955	0.00849335	0.0207155	0.0324851	0.182767	0.00131218	0.0304882	0.0693007	0.0493668	0.0804432	0.0412741	0.0492959	0.0497062	0.0597617	0.143625	0.0260663	0.0524854	0.033348	0.0621205	0.0308675	0.0627537	0.0154371	0.0452008	0.0384792	0.0413966	0.0119299	0.00801981	0.100403	0.0185372	0.0677864	0.0708913	0.178315	0.00409731	0.317799	0.57174	0.839944	1.19056	1.74905	3.14664	0.8288791	0.0131544	0.00716206	0.0276202	0.00978159	0.004619	0.00354658	0.00259365	0.00796248	0.00544548	0.00607009	0.00672077	0.00849009	0.00663551	0.012771	0.0024608	0.00869681	0.0110062	0.00112803	0.0036517	0.0112628	0.00204437	0.00155225	0.00113836	0.000964457	0.00454948	0.0149834	0.00314404	0.00464789	0.00256264	0.0010881	0.00193137	0.00168653	0.000898071	0.00420312	0.0058396	0.00479734	0.00520474	0.000992623	0.000491327	0.0056831	0.0127876	0.0146513	0.00375291	0.000954918	0.00109114	0.00677124	0.00911442	0.0065375	0.00553853	0.0028741	0.0156138	0.00551202	0.00105952	0.0025654	0.00102353	0.0102587	0.0126886	0.00423569	0.00523161	0.0161145	0.0209716	0.0205479	0.0150936	0.0209592	0.0120045	0.0162942	0.0160426	0.030959	0.0199857	0.0176865	0.00186283	0.00785975	0.0117214	0.00195233	0.0053627	0.00755426	0.00153559	0.00815056	0.000832514	0.0139786	0.0129196	0.00931119	0.00575418	0.00382161	0.0046295	0.00142744	0.002644	0.00254019	0.00342172	0.00369555	0.0174431	0.00319914	0.0116252	0.0100628	0.00786327	0.00313961	0.00438697	0.00526164	0.00262922	0.00497759	0.00190042	0.00421102	0.00259977	0.00022783	0.0140053	0.00107271	0.0166588	0.00110577	0.00269699	0.00422931	0.0237949	0.000170836	0.00396933	0.00902242	0.00642718	0.0104731	0.00537357	0.00641794	0.00647137	0.0077805	0.0186988	0.00339363	0.0068332	0.00434165	0.00808761	0.00401871	0.00817004	0.00200979	0.00588479	0.0050097	0.00538952	0.00155318	0.00104412	0.0130716	0.0024134	0.00882526	0.0092295	0.0232152	0.000533438	7.68095
72	-8136.438	-8398.797	262.3588	0.124948	0.0460764	0.143184	0.0339942	0.0188966	0.0307116	0.0206917	0.0560329	0.0403659	0.0376208	0.0472371	0.0733383	0.0803559	0.0979929	0.0286238	0.0567585	0.0852263	0.0181835	0.0856999	0.0392162	0.00951115	0.0353092	0.00794306	0.00172129	0.0957895	0.0862612	0.00265548	0.0142688	0.0134058	0.0158176	0.0234883	0.0123677	0.0161528	0.0271955	0.0364251	0.0402434	0.0560852	0.0207497	0.0219628	0.0740799	0.0399872	0.0472239	0.0178892	0.00853096	0.00414603	0.0492682	0.054471	0.0319072	0.0458071	0.0234534	0.0962402	0.0128428	0.0110084	0.0354131	0.0165307	0.0566675	0.078272	0.0552617	0.0174068	0.137956	0.125693	0.144779	0.0584457	0.142666	0.0919643	0.164965	0.0984436	0.228672	0.129859	0.128978	0.0221369	0.0577921	0.118887	0.00439786	0.0277678	0.0235501	0.00349251	0.0887671	0.0259159	0.156709	0.0164081	0.0759777	0.00263326	0.0470381	0.0574912	0.0126692	0.0331926	0.0359708	0.0342484	0.00593161	0.127203	0.0472152	0.0398989	0.0784841	0.0864501	0.0341175	0.00359791	0.0326776	0.0378782	0.0418568	0.0311831	0.0241324	0.0168506	0.00229404	0.0982186	0.0204472	0.062617	0.00218596	0.0310932	0.0344488	0.0352385	0.0117069	0.0214175	0.0485005	0.0141076	0.0556335	0.0180248	0.0735556	0.0959864	0.110961	0.098974	0.0359347	0.0316798	0.0509658	0.0567795	0.0370802	0.0185068	0.0338266	0.0287884	0.0206303	0.0445373	0.0131234	0.0146683	0.168406	0.0128814	0.069099	0.0482813	0.109951	0.0308609	0.285265	0.542405	0.826254	1.21028	1.84364	3.50551	0.906971	0.017735	0.00654004	0.0203234	0.00482511	0.00268217	0.00435917	0.00293696	0.00795327	0.0057295	0.00533987	0.0067048	0.0104096	0.0114057	0.013909	0.00406284	0.00805625	0.012097	0.00258095	0.0121642	0.00556632	0.00135001	0.00501176	0.00112743	0.000244319	0.0135963	0.0122438	0.000376917	0.0020253	0.0019028	0.00224514	0.00333391	0.00175545	0.00229272	0.00386011	0.00517015	0.00571211	0.00796069	0.00294519	0.00311738	0.0105148	0.00567575	0.00670292	0.00253917	0.00121088	0.000588484	0.00699308	0.00773157	0.00452888	0.00650182	0.00332896	0.0136603	0.00182289	0.00156253	0.00502651	0.00234636	0.00804333	0.0111099	0.00784381	0.00247071	0.0195814	0.0178408	0.0205498	0.00829574	0.0202499	0.0130533	0.023415	0.013973	0.0324575	0.018432	0.018307	0.0031421	0.00820297	0.0168747	0.000624229	0.00394133	0.00334268	0.000495724	0.0125995	0.00367849	0.0222431	0.00232895	0.0107842	0.000373763	0.00667654	0.00816026	0.00179826	0.00471133	0.00510567	0.00486119	0.000841927	0.0180551	0.00670169	0.00566321	0.01114	0.0122707	0.00484261	0.000510684	0.00463824	0.00537641	0.00594113	0.0044261	0.00342534	0.00239176	0.000325615	0.0139411	0.00290226	0.0088878	0.000310273	0.00441335	0.00488964	0.00500172	0.00166166	0.00303998	0.00688413	0.00200242	0.00789657	0.00255843	0.0104404	0.0136242	0.0157497	0.0140483	0.00510054	0.00449661	0.00723404	0.00805924	0.00526313	0.00262684	0.00480131	0.0040862	0.00292825	0.00632158	0.00186273	0.002082	0.0239035	0.00182838	0.00980785	0.00685301	0.0156063	0.00438037	7.04527
108	-8137.082	-8399.088	262.0061	0.136874	0.0195712	0.119859	0.0699972	0.0153798	0.0326604	0.0269375	0.0663454	0.0586707	0.0892193	0.0557341	0.0579523	0.061386	0.0557929	0.0295411	0.0337597	0.0371322	0.00395468	0.00541431	0.0478138	0.0279189	0.00359566	0.015373	0.000727973	0.0668422	0.0996609	0.00103721	0.0551688	0.00206865	0.0363303	0.0344672	0.0143466	0.0129847	0.0431211	0.00956819	0.143629	0.0136925	0.0168382	0.012982	0.0645597	0.03535	0.0771457	0.00635378	0.000194681	0.0145782	0.0405157	0.0577817	0.0653711	0.0656627	0.0480656	0.190747	0.054627	0.0130193	0.0240286	0.0113949	0.0822049	0.0789829	0.0269001	0.0322618	0.150144	0.106065	0.0876325	0.116046	0.140482	0.0884649	0.127819	0.0975283	0.320848	0.11169	0.0832579	0.0185043	0.0463314	0.0623063	0.0355057	0.00533723	0.0474819	0.00293565	0.0589291	0.0287	0.114735	0.0710856	0.104984	0.00497694	0.0448334	0.0724558	0.0629842	0.0240235	0.0482162	0.00696251	0.0442374	0.114903	0.0311297	0.112571	0.0910153	0.0358844	0.021835	0.00307849	0.0341598	0.054913	0.0339165	0.00904996	0.0382522	0.021927	0.0231894	0.100354	0.0331455	0.0961613	0.0168111	0.024786	0.0269548	0.0632732	0.0364285	0.0531871	0.0406266	0.0327861	0.0626553	0.0232247	0.0352039	0.0438028	0.0527496	0.0938612	0.0109276	0.0522488	0.0602556	0.059985	0.0163062	0.0159827	0.0140354	0.0182909	0.0609003	0.056565	0.0219752	0.0072807	0.191892	0.0180024	0.046723	0.054312	0.15145	0.0229222	0.338612	0.589705	0.84809	1.17912	1.69576	2.95323	0.783012	0.018746	0.00268044	0.0164157	0.0095867	0.00210639	0.00447311	0.00368931	0.00908656	0.00803545	0.0122193	0.00763325	0.00793705	0.00840733	0.0076413	0.00404589	0.00462368	0.00508556	0.000541627	0.000741534	0.0065485	0.00382372	0.000492455	0.00210546	9.9702e-05	0.0091546	0.0136494	0.000142054	0.00755582	0.000283318	0.00497574	0.00472057	0.00196489	0.00177836	0.0059058	0.00131044	0.0196712	0.0018753	0.00230613	0.00177799	0.00884199	0.00484148	0.0105657	0.000870203	2.66632e-05	0.00199661	0.00554896	0.00791369	0.00895312	0.00899305	0.00658299	0.0261244	0.00748162	0.0017831	0.00329092	0.00156063	0.0112586	0.0108174	0.00368419	0.00441853	0.0205634	0.0145264	0.012002	0.0158935	0.0192402	0.012116	0.0175059	0.0133573	0.0439429	0.0152968	0.0114029	0.00253432	0.00634547	0.00853336	0.0048628	0.000730978	0.00650304	0.000402062	0.00807083	0.00393071	0.015714	0.00973577	0.0143784	0.000681633	0.0061403	0.00992342	0.00862622	0.00329021	0.00660361	0.000953574	0.00605868	0.0157369	0.00426348	0.0154176	0.0124653	0.00491467	0.00299049	0.000421625	0.00467847	0.00752079	0.00464515	0.00123947	0.00523896	0.00300309	0.00317598	0.0137443	0.00453955	0.0131701	0.00230243	0.00339465	0.00369169	0.0086658	0.00498919	0.00728442	0.00556416	0.00449034	0.00858117	0.00318082	0.00482147	0.00599916	0.0072245	0.0128551	0.00149663	0.00715591	0.00825251	0.00821545	0.00223327	0.00218896	0.00192226	0.00250508	0.0083408	0.00774705	0.00300969	0.000997152	0.0262812	0.00246558	0.0063991	0.00743848	0.0207424	0.00313939	7.301491
144	-8131.367	-8394.705	263.3381	0.123417	0.0162863	0.178577	0.0634833	0.0404769	0.0100165	0.0386716	0.0308212	0.00542399	0.0915443	0.0540852	0.0320476	0.0361158	0.0671765	0.00209037	0.0492894	0.0526686	0.00229482	0.00109392	0.00705767	0.00543173	0.0106038	0.0296832	0.00269106	0.00174972	0.104732	0.0318339	0.0230789	0.00988196	0.00328922	0.0207382	0.00920423	0.0208241	0.02167	0.0751518	0.0227925	0.0292524	0.00609383	0.0153563	0.0471333	0.0381588	0.125949	0.012536	0.00834539	0.00450953	0.041104	0.0665604	0.0288201	0.031987	0.0314023	0.137907	0.0338833	0.0129596	0.0341186	0.0111111	0.069249	0.101735	0.0150076	0.0324027	0.14428	0.0883573	0.100013	0.0755243	0.101229	0.0821109	0.130449	0.0866764	0.18499	0.127411	0.0856342	0.0652462	0.0559679	0.0658204	0.0199197	0.0177192	0.04122	0.00529585	0.0551215	0.0390836	0.119431	0.0382627	0.0244826	0.037141	0.00179169	0.1335	0.0228516	0.0671255	0.0203598	0.00781256	0.012882	0.130967	0.0262749	0.0663123	0.0578872	0.0297117	0.0475002	0.0287503	0.0294903	0.0320385	0.02397	0.0225196	0.0193152	0.0124519	0.0322085	0.0754163	0.0593343	0.129843	0.0282938	0.0363625	0.0194898	0.0246994	0.00797432	0.0451583	0.0588905	0.0255652	0.056849	0.039142	0.0512324	0.0622087	0.123218	0.0982449	0.02268	0.0369844	0.0207213	0.0278927	0.01069	0.0090148	0.0135751	0.0350366	0.0307707	0.0249779	0.0381233	0.0311917	0.161023	0.0247948	0.0462724	0.0548517	0.139781	0.00905108	0.29368	0.550149	0.829917	1.20494	1.81769	3.40507	0.8859516	0.0189056	0.00249482	0.0273554	0.00972472	0.00620046	0.00153438	0.00592392	0.00472136	0.000830876	0.0140232	0.00828507	0.00490923	0.00553242	0.0102905	0.000320214	0.00755042	0.00806806	0.000351533	0.000167573	0.00108113	0.000832062	0.00162435	0.00454704	0.000412231	0.000268031	0.0160434	0.00487649	0.00353536	0.00151377	0.00050386	0.00317679	0.00140995	0.00318994	0.00331953	0.0115122	0.00349148	0.00448104	0.000933485	0.00235236	0.00722013	0.00584537	0.0192936	0.00192033	0.00127839	0.000690794	0.00629654	0.0101961	0.00441482	0.00489994	0.00481037	0.0211253	0.00519043	0.00198523	0.00522647	0.00170206	0.0106079	0.0155843	0.00229894	0.00496363	0.0221017	0.0135351	0.0153205	0.0115692	0.0155067	0.0125782	0.0199829	0.0132776	0.0283377	0.0195175	0.0131179	0.00999476	0.00857346	0.0100827	0.0030514	0.00271432	0.0063143	0.000811248	0.0084438	0.00598703	0.018295	0.00586129	0.00375038	0.00568947	0.00027446	0.0204502	0.00350054	0.0102826	0.00311883	0.00119677	0.00197334	0.0200623	0.00402494	0.0101581	0.00886747	0.0045514	0.00727634	0.00440412	0.00451748	0.00490783	0.00367185	0.00344967	0.00295881	0.00190746	0.00493388	0.0115527	0.00908914	0.0198901	0.00433419	0.00557021	0.00298555	0.00378358	0.00122155	0.00691759	0.00902117	0.00391622	0.00870844	0.00599598	0.00784805	0.00952947	0.0188752	0.0150497	0.00347425	0.00566547	0.00317421	0.00427276	0.00163755	0.00138094	0.00207951	0.0053671	0.00471362	0.00382626	0.00583994	0.00477812	0.0246663	0.0037982	0.00708826	0.00840248	0.0214125	0.00138649	6.528036
180	-8134.374	-8395.314	260.9406	0.158019	0.00407469	0.147428	0.107648	0.023565	0.0271733	0.0411079	0.0155333	0.0178545	0.0401709	0.0632638	0.0937432	0.0758895	0.0398705	0.0697565	0.0414983	0.0621735	0.0197759	0.0183121	0.0170849	0.041786	0.0159645	0.0243397	0.0035548	0.0666414	0.101551	0.000279257	0.00728956	0.00843068	0.0149937	0.025962	0.0208262	0.00557671	0.0225896	0.0750928	0.0130527	0.0201065	0.00503218	0.0108341	0.0825067	0.0334444	0.0823505	0.0121115	0.0365403	0.00166023	0.0460034	0.0469055	0.0807833	0.048128	0.0351485	0.199175	0.0358331	0.0136343	0.0297507	0.0137494	0.0724207	0.0704911	0.0159296	0.0511373	0.201431	0.145055	0.119681	0.150964	0.153608	0.119385	0.176206	0.153244	0.260148	0.152753	0.11144	0.023998	0.16826	0.0170574	0.00958792	0.0418758	0.0192731	0.0536238	0.0136186	0.0802029	0.0331062	0.114625	0.0728973	0.0667052	0.00825472	0.0206859	0.0601985	0.0640577	0.0808129	0.037531	0.00667271	0.110847	0.0602468	0.109526	0.0367509	0.216435	0.0700174	0.0189924	0.0714468	0.0309642	0.0437846	0.0347043	0.0288295	0.0769594	0.00541553	0.003708	0.0377904	0.0691483	0.0494792	0.0437286	0.0299478	0.00476613	0.144865	0.17147	0.0440893	0.0104278	0.0336662	0.00331365	0.0213409	0.0253197	0.0399264	0.0173022	0.113471	0.0246102	0.0272092	0.00463697	0.0482818	0.053621	0.0230471	0.00828713	0.0262609	0.0722793	0.0846599	0.0541863	0.0763934	0.0800282	0.0715719	0.0412408	0.0297416	0.0522703	0.336593	0.587988	0.847319	1.18019	1.70072	2.97094	0.7873352	0.0200799	0.000517781	0.0187341	0.0136791	0.00299447	0.00345298	0.00522369	0.00197385	0.00226882	0.00510462	0.00803909	0.0119122	0.00964348	0.00506645	0.00886414	0.0052733	0.00790056	0.00251298	0.00232696	0.00217102	0.00530986	0.00202865	0.00309291	0.000451718	0.0084683	0.0129043	3.5486e-05	0.000926304	0.00107131	0.00190529	0.00329906	0.00264645	0.000708647	0.00287052	0.00954224	0.00165864	0.00255498	0.000639452	0.00137672	0.0104843	0.00424986	0.0104645	0.00153905	0.00464327	0.00021097	0.00584577	0.0059604	0.0102653	0.00611576	0.00446641	0.0253097	0.00455341	0.00173255	0.0037805	0.00174717	0.00920269	0.00895749	0.00202422	0.00649815	0.0255964	0.0184325	0.0152082	0.0191833	0.0195194	0.0151706	0.0223909	0.0194731	0.0330577	0.0194108	0.014161	0.00304948	0.0213813	0.00216753	0.00121836	0.00532127	0.00244909	0.00681412	0.00173055	0.0101916	0.0042069	0.0145657	0.00926325	0.0084764	0.00104895	0.00262862	0.00764958	0.00813998	0.0102691	0.00476916	0.000847919	0.0140857	0.00765572	0.0139177	0.00467003	0.0275029	0.0088973	0.00241341	0.00907893	0.00393471	0.00556382	0.00440997	0.00366344	0.00977943	0.000688165	0.000471185	0.00480212	0.00878686	0.00628745	0.00555671	0.00380554	0.000605645	0.0184084	0.0217891	0.00560254	0.00132509	0.00427805	0.000421075	0.00271185	0.00321744	0.00507356	0.00219864	0.0144191	0.00312728	0.00345754	0.000589232	0.00613529	0.00681377	0.00292865	0.00105307	0.00333704	0.00918472	0.010758	0.00688559	0.00970751	0.0101694	0.00909483	0.00524058	0.00377934	0.00664212	7.869514
